Frequency (Hz)	Level (dB)
331.054688	-75.127251
331.787109	-75.098587
332.519531	-76.410324
333.251953	-75.991020
333.984375	-74.965317
334.716797	-75.927612
335.449219	-75.402542
336.181641	-75.994560
336.914062	-76.417801
337.646484	-75.253395
338.378906	-74.118118
339.111328	-76.140709
339.843750	-75.141655
340.576172	-77.683037
341.308594	-76.829857
342.041016	-75.563980
342.773438	-77.306084
343.505859	-76.858452
344.238281	-76.194649
344.970703	-76.825836
345.703125	-76.982994
346.435547	-76.285507
347.167969	-74.901405
347.900391	-77.387405
348.632812	-77.004433
349.365234	-78.194824
350.097656	-78.212654
350.830078	-76.684959
351.562500	-78.081268
352.294922	-77.717621
353.027344	-76.786690
353.759766	-78.047897
354.492188	-76.921761
355.224609	-77.554939
355.957031	-76.926933
356.689453	-78.491371
357.421875	-78.349129
358.154297	-77.511703
358.886719	-77.302559
359.619141	-78.041756
360.351562	-77.872696
361.083984	-77.787773
361.816406	-77.359802
362.548828	-79.966911
363.281250	-78.892654
364.013672	-78.532684
364.746094	-78.541191
365.478516	-77.388916
366.210938	-77.823769
366.943359	-78.150414
367.675781	-78.751099
368.408203	-78.297867
369.140625	-78.753593
369.873047	-77.217789
370.605469	-79.080284
371.337891	-78.477859
372.070312	-78.976982
372.802734	-77.291504
373.535156	-76.835373
374.267578	-78.881927
375.000000	-78.686157
375.732422	-77.295586
376.464844	-77.601509
377.197266	-77.429001
377.929688	-77.733803
378.662109	-79.584900
379.394531	-77.583763
380.126953	-78.700584
380.859375	-78.106308
381.591797	-80.066666
382.324219	-77.416649
383.056641	-78.760147
383.789062	-79.779747
384.521484	-79.245514
385.253906	-78.667862
385.986328	-80.048134
386.718750	-78.927620
387.451172	-79.195030
388.183594	-79.552155
388.916016	-78.178719
389.648438	-80.106400
390.380859	-79.719116
391.113281	-78.865143
391.845703	-80.622055
392.578125	-78.860352
393.310547	-79.887108
394.042969	-77.932785
394.775391	-79.357735
395.507812	-79.000389
396.240234	-77.529640
396.972656	-79.593796
397.705078	-78.756645
398.437500	-77.944405
399.169922	-80.395538
399.902344	-78.228600
400.634766	-77.875954
401.367188	-76.776947
402.099609	-78.938194
402.832031	-79.725121
403.564453	-80.666603
404.296875	-79.560410
405.029297	-78.454361
405.761719	-77.818481
406.494141	-80.126747
407.226562	-79.400215
407.958984	-79.436485
408.691406	-77.567513
409.423828	-79.681290
410.156250	-78.794807
410.888672	-78.427841
411.621094	-78.520569
412.353516	-78.663147
413.085938	-77.078407
413.818359	-77.051643
414.550781	-77.953934
415.283203	-79.483498
416.015625	-78.604683
416.748047	-78.358856
417.480469	-78.687286
418.212891	-77.836754
418.945312	-79.013359
419.677734	-78.860771
420.410156	-78.703293
421.142578	-78.632256
421.875000	-78.837601
422.607422	-79.030281
