Frequency (Hz)	Level (dB)
832.031250	-66.691139
832.763672	-66.290169
833.496094	-65.931480
834.228516	-66.706200
834.960938	-66.042885
835.693359	-64.594490
836.425781	-66.021164
837.158203	-65.372894
837.890625	-64.868813
838.623047	-65.859741
839.355469	-64.728775
840.087891	-64.863762
840.820312	-65.921654
841.552734	-65.378738
842.285156	-65.666626
843.017578	-65.333282
843.750000	-67.401131
844.482422	-66.444260
845.214844	-65.520088
845.947266	-66.040237
846.679688	-65.666016
847.412109	-64.954552
848.144531	-65.397346
848.876953	-65.834465
849.609375	-65.523468
850.341797	-66.279045
851.074219	-65.540871
851.806641	-65.647141
852.539062	-64.035858
853.271484	-65.074150
854.003906	-66.473457
854.736328	-65.474243
855.468750	-65.827148
856.201172	-65.715034
856.933594	-66.718102
857.666016	-65.585838
858.398438	-65.679474
859.130859	-66.938148
859.863281	-66.523842
860.595703	-65.465164
861.328125	-66.777534
862.060547	-66.761276
862.792969	-66.945854
863.525391	-65.898323
864.257812	-65.787384
864.990234	-64.230644
865.722656	-64.485184
866.455078	-67.323418
867.187500	-67.301483
867.919922	-67.113152
868.652344	-68.930527
869.384766	-65.499924
870.117188	-65.777893
870.849609	-65.949219
871.582031	-66.327728
872.314453	-66.707069
873.046875	-65.629333
873.779297	-68.833199
874.511719	-69.475739
875.244141	-66.910767
875.976562	-67.919807
876.708984	-68.911964
877.441406	-69.170082
878.173828	-68.741501
878.906250	-70.056557
879.638672	-68.897926
880.371094	-69.739517
881.103516	-67.724098
881.835938	-67.066322
882.568359	-65.844391
883.300781	-67.130936
884.033203	-68.764252
884.765625	-69.672760
885.498047	-68.605331
886.230469	-67.110146
886.962891	-69.443558
887.695312	-66.658958
888.427734	-67.520859
889.160156	-68.491867
889.892578	-67.920914
890.625000	-67.421608
891.357422	-69.373978
892.089844	-68.925217
892.822266	-68.639404
893.554688	-68.425545
894.287109	-65.785210
895.019531	-66.751534
895.751953	-69.000015
896.484375	-66.743736
897.216797	-67.872894
897.949219	-66.962410
898.681641	-67.937080
899.414062	-68.170494
900.146484	-68.085487
900.878906	-66.297821
901.611328	-66.721329
902.343750	-66.887405
903.076172	-66.605125
903.808594	-68.183266
904.541016	-68.170433
905.273438	-70.346085
906.005859	-68.593475
906.738281	-68.464363
907.470703	-67.276085
908.203125	-67.321915
908.935547	-67.919182
909.667969	-69.347237
910.400391	-69.216507
911.132812	-68.902840
911.865234	-67.638580
912.597656	-68.057480
913.330078	-67.366455
914.062500	-66.768013
914.794922	-69.545677
915.527344	-67.839088
916.259766	-68.081856
916.992188	-68.259850
917.724609	-66.689468
918.457031	-66.975609
919.189453	-68.944542
919.921875	-67.590660
920.654297	-67.661057
921.386719	-67.872772
922.119141	-67.805374
922.851562	-68.103355
923.583984	-70.353111
924.316406	-68.265549
925.048828	-68.168549
925.781250	-67.714096
926.513672	-67.998405
927.246094	-68.382683
