Frequency (Hz)	Level (dB)
632.812500	-73.439796
633.544922	-76.011864
634.277344	-75.499893
635.009766	-74.650497
635.742188	-74.306480
636.474609	-72.677643
637.207031	-75.589066
637.939453	-75.620964
638.671875	-75.122353
639.404297	-74.186516
640.136719	-76.620834
640.869141	-76.492378
641.601562	-75.318954
642.333984	-73.137489
643.066406	-73.960251
643.798828	-75.358437
644.531250	-73.558319
645.263672	-75.579483
645.996094	-74.011421
646.728516	-74.420860
647.460938	-74.151268
648.193359	-74.415596
648.925781	-75.147224
649.658203	-73.560432
650.390625	-74.216797
651.123047	-75.688660
651.855469	-72.991478
652.587891	-74.119652
653.320312	-74.104019
654.052734	-73.250458
654.785156	-75.002884
655.517578	-73.802223
656.250000	-73.629135
656.982422	-75.505386
657.714844	-73.285728
658.447266	-73.353828
659.179688	-75.680855
659.912109	-74.023155
660.644531	-73.446754
661.376953	-72.253021
662.109375	-73.073341
662.841797	-74.608711
663.574219	-75.420792
664.306641	-73.785690
665.039062	-73.635689
665.771484	-74.512947
666.503906	-73.428795
667.236328	-74.038261
667.968750	-71.087029
668.701172	-74.314232
669.433594	-72.961967
670.166016	-72.537468
670.898438	-74.111862
671.630859	-73.282745
672.363281	-73.934746
673.095703	-73.226624
673.828125	-71.952286
674.560547	-71.323891
675.292969	-71.153679
676.025391	-73.869461
676.757812	-71.514816
677.490234	-71.982330
678.222656	-74.365425
678.955078	-72.918228
679.687500	-75.165405
680.419922	-72.818359
681.152344	-71.616203
681.884766	-72.379562
682.617188	-73.644402
683.349609	-73.311989
684.082031	-73.473373
684.814453	-72.338760
685.546875	-71.672592
686.279297	-72.414368
687.011719	-72.056885
687.744141	-72.471802
688.476562	-72.074623
689.208984	-71.030907
689.941406	-71.648491
690.673828	-73.127190
691.406250	-72.574623
692.138672	-72.846596
692.871094	-70.901268
693.603516	-72.158752
694.335938	-70.235580
695.068359	-71.136986
695.800781	-71.165825
696.533203	-72.139748
697.265625	-70.986412
697.998047	-71.157135
698.730469	-71.112343
699.462891	-69.815704
700.195312	-72.762146
700.927734	-70.644882
701.660156	-69.933876
702.392578	-70.515701
703.125000	-70.578575
703.857422	-69.746529
704.589844	-69.773544
705.322266	-70.332428
706.054688	-69.417511
706.787109	-69.033028
707.519531	-70.504547
708.251953	-70.347443
708.984375	-69.392242
709.716797	-69.634972
710.449219	-68.328918
711.181641	-69.227921
711.914062	-69.653305
712.646484	-67.735413
713.378906	-68.431992
714.111328	-69.200966
714.843750	-69.066277
715.576172	-69.099190
716.308594	-68.632133
717.041016	-68.375496
717.773438	-69.772697
718.505859	-67.916122
719.238281	-67.788651
719.970703	-67.345932
720.703125	-67.899017
721.435547	-66.210327
722.167969	-67.609146
722.900391	-67.345337
723.632812	-66.192764
724.365234	-65.856964
725.097656	-66.825912
725.830078	-67.139130
726.562500	-66.246338
727.294922	-67.495987
728.027344	-66.218010
728.759766	-65.003525
729.492188	-67.584763
730.224609	-65.812546
730.957031	-66.921829
731.689453	-64.981995
732.421875	-65.030754
733.154297	-65.951706
733.886719	-65.444626
734.619141	-66.108185
735.351562	-64.786888
736.083984	-65.960197
736.816406	-65.097282
737.548828	-65.770782
738.281250	-65.542381
739.013672	-64.644188
739.746094	-66.094986
740.478516	-64.868576
741.210938	-66.386795
741.943359	-66.373016
742.675781	-66.613327
743.408203	-65.046669
744.140625	-65.711983
744.873047	-66.176384
745.605469	-63.357868
746.337891	-64.435387
747.070312	-64.876488
747.802734	-65.678154
748.535156	-64.706978
749.267578	-65.416794
750.000000	-64.928154
750.732422	-65.691170
751.464844	-64.549271
752.197266	-63.709141
752.929688	-65.276939
753.662109	-63.665512
754.394531	-64.763832
755.126953	-63.827183
755.859375	-64.956581
756.591797	-65.901894
757.324219	-66.451675
758.056641	-66.226280
758.789062	-64.891609
759.521484	-66.037590
760.253906	-64.048157
760.986328	-65.372864
761.718750	-64.467247
762.451172	-63.780048
763.183594	-65.357567
763.916016	-67.514954
764.648438	-65.605492
765.380859	-65.853569
766.113281	-67.033310
766.845703	-65.968155
767.578125	-64.961090
768.310547	-63.865589
769.042969	-64.681358
769.775391	-64.968399
770.507812	-64.566658
771.240234	-63.868027
771.972656	-66.314636
772.705078	-65.252884
773.437500	-66.067581
774.169922	-66.990219
774.902344	-65.385414
775.634766	-66.339233
776.367188	-65.377693
777.099609	-66.486038
777.832031	-67.275040
778.564453	-66.504723
779.296875	-65.214508
780.029297	-66.321648
780.761719	-67.873367
781.494141	-65.658424
782.226562	-65.296120
782.958984	-66.086197
783.691406	-64.240685
784.423828	-65.012764
785.156250	-66.153839
785.888672	-66.860031
